[2024-06-06T16:24:42.788+0530] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-06-06T16:24:42.842+0530] {taskinstance.py:2073} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: my_data_pipeline_dag.collect_data_3 manual__2024-06-06T10:52:24.734916+00:00 [queued]>
[2024-06-06T16:24:42.892+0530] {taskinstance.py:2073} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: my_data_pipeline_dag.collect_data_3 manual__2024-06-06T10:52:24.734916+00:00 [queued]>
[2024-06-06T16:24:42.892+0530] {taskinstance.py:2303} INFO - Starting attempt 1 of 2
[2024-06-06T16:24:42.950+0530] {taskinstance.py:2327} INFO - Executing <Task(BashOperator): collect_data_3> on 2024-06-06 10:52:24.734916+00:00
[2024-06-06T16:24:42.962+0530] {standard_task_runner.py:63} INFO - Started process 51210 to run task
[2024-06-06T16:24:42.978+0530] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'my_data_pipeline_dag', 'collect_data_3', 'manual__2024-06-06T10:52:24.734916+00:00', '--job-id', '78', '--raw', '--subdir', 'DAGS_FOLDER/my_first_dag.py', '--cfg-path', '/tmp/tmpwzuij01e']
[2024-06-06T16:24:42.981+0530] {standard_task_runner.py:91} INFO - Job 78: Subtask collect_data_3
[2024-06-06T16:24:43.093+0530] {task_command.py:426} INFO - Running <TaskInstance: my_data_pipeline_dag.collect_data_3 manual__2024-06-06T10:52:24.734916+00:00 [running]> on host DESKTOP-J05K55U.
[2024-06-06T16:24:43.176+0530] {taskinstance.py:2644} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='airflow@example.com' AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='my_data_pipeline_dag' AIRFLOW_CTX_TASK_ID='collect_data_3' AIRFLOW_CTX_EXECUTION_DATE='2024-06-06T10:52:24.734916+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-06-06T10:52:24.734916+00:00'
[2024-06-06T16:24:43.178+0530] {taskinstance.py:430} INFO - ::endgroup::
[2024-06-06T16:24:43.179+0530] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2024-06-06T16:24:43.179+0530] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'python "/home/wsl/airflow/dags/Collect Data/test.py"']
[2024-06-06T16:24:43.193+0530] {subprocess.py:86} INFO - Output:
[2024-06-06T16:24:49.849+0530] {subprocess.py:93} INFO - 24/06/06 16:24:49 WARN Utils: Your hostname, DESKTOP-J05K55U resolves to a loopback address: 127.0.1.1; using 172.31.56.255 instead (on interface eth0)
[2024-06-06T16:24:49.853+0530] {subprocess.py:93} INFO - 24/06/06 16:24:49 WARN Utils: Set SPARK_LOCAL_IP if you need to bind to another address
[2024-06-06T16:24:51.471+0530] {subprocess.py:93} INFO - Setting default log level to "WARN".
[2024-06-06T16:24:51.471+0530] {subprocess.py:93} INFO - To adjust logging level use sc.setLogLevel(newLevel). For SparkR, use setLogLevel(newLevel).
[2024-06-06T16:24:52.049+0530] {subprocess.py:93} INFO - 24/06/06 16:24:52 WARN NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
[2024-06-06T16:24:53.249+0530] {subprocess.py:93} INFO - 24/06/06 16:24:53 WARN Utils: Service 'SparkUI' could not bind on port 4040. Attempting port 4041.
[2024-06-06T16:25:04.676+0530] {subprocess.py:93} INFO - [Stage 0:>                                                          (0 + 1) / 1][Stage 0:===========================================================(1 + 0) / 1]                                                                                [Stage 3:>                                                          (0 + 1) / 1]                                                                                <pyspark.sql.session.SparkSession object at 0x7f6bf8571ae0>
[2024-06-06T16:25:04.676+0530] {subprocess.py:93} INFO - +----------+---------+-----------+------+------+
[2024-06-06T16:25:04.676+0530] {subprocess.py:93} INFO - |      date|continent|   location| cases|deaths|
[2024-06-06T16:25:04.701+0530] {subprocess.py:93} INFO - |2020-09-02|     Asia|Afghanistan| 38329|  1413|
[2024-06-06T16:25:04.701+0530] {subprocess.py:93} INFO - |2020-09-03|     Asia|Afghanistan| 38374|  1413|
[2024-06-06T16:25:04.701+0530] {subprocess.py:93} INFO - |2020-09-04|     Asia|Afghanistan| 38374|  1413|
[2024-06-06T16:25:04.701+0530] {subprocess.py:93} INFO - |2020-09-05|     Asia|Afghanistan| 38390|  1413|
[2024-06-06T16:25:04.701+0530] {subprocess.py:93} INFO - |2020-09-06|     Asia|Afghanistan| 38484|  1416|
[2024-06-06T16:25:04.701+0530] {subprocess.py:93} INFO - |2020-09-07|     Asia|Afghanistan| 38580|  1419|
[2024-06-06T16:25:04.701+0530] {subprocess.py:93} INFO - |2020-09-08|     Asia|Afghanistan| 38606|  1422|
[2024-06-06T16:25:04.701+0530] {subprocess.py:93} INFO - |2020-09-09|     Asia|Afghanistan| 38630|  1424|
[2024-06-06T16:25:04.702+0530] {subprocess.py:93} INFO - |2020-09-10|     Asia|Afghanistan| 38658|  1424|
[2024-06-06T16:25:04.702+0530] {subprocess.py:93} INFO - |2020-09-11|     Asia|Afghanistan| 38692|  1424|
[2024-06-06T16:25:04.702+0530] {subprocess.py:93} INFO - |2020-09-12|     Asia|Afghanistan| 38727|  1424|
[2024-06-06T16:25:04.702+0530] {subprocess.py:93} INFO - |2020-09-13|     Asia|Afghanistan| 38802|  1424|
[2024-06-06T16:25:04.702+0530] {subprocess.py:93} INFO - |2020-09-14|     Asia|Afghanistan| 38858|  1429|
[2024-06-06T16:25:04.702+0530] {subprocess.py:93} INFO - |2020-09-15|     Asia|Afghanistan| 38901|  1430|
[2024-06-06T16:25:04.702+0530] {subprocess.py:93} INFO - |2020-09-16|     Asia|Afghanistan| 38941|  1440|
[2024-06-06T16:25:04.702+0530] {subprocess.py:93} INFO - |2020-09-17|     Asia|Afghanistan| 38958|  1440|
[2024-06-06T16:25:04.702+0530] {subprocess.py:93} INFO - |2020-09-18|     Asia|Afghanistan| 38969|  1441|
[2024-06-06T16:25:04.702+0530] {subprocess.py:93} INFO - |2020-09-19|     Asia|Afghanistan| 39005|  1441|
[2024-06-06T16:25:04.702+0530] {subprocess.py:93} INFO - |2020-09-20|     Asia|Afghanistan| 39130|  1445|
[2024-06-06T16:25:04.703+0530] {subprocess.py:93} INFO - |2020-09-21|     Asia|Afghanistan| 39160|  1448|
[2024-06-06T16:25:04.703+0530] {subprocess.py:93} INFO - |2020-09-22|     Asia|Afghanistan| 39182|  1449|
[2024-06-06T16:25:04.703+0530] {subprocess.py:93} INFO - |2020-09-23|     Asia|Afghanistan| 39231|  1450|
[2024-06-06T16:25:04.703+0530] {subprocess.py:93} INFO - |2020-09-24|     Asia|Afghanistan| 39256|  1455|
[2024-06-06T16:25:04.703+0530] {subprocess.py:93} INFO - |2020-09-25|     Asia|Afghanistan| 39272|  1455|
[2024-06-06T16:25:04.703+0530] {subprocess.py:93} INFO - |2020-09-26|     Asia|Afghanistan| 39278|  1457|
[2024-06-06T16:25:04.703+0530] {subprocess.py:93} INFO - |2020-09-27|     Asia|Afghanistan| 39313|  1457|
[2024-06-06T16:25:04.703+0530] {subprocess.py:93} INFO - |2020-09-28|     Asia|Afghanistan| 39325|  1460|
[2024-06-06T16:25:04.703+0530] {subprocess.py:93} INFO - |2020-09-29|     Asia|Afghanistan| 39340|  1462|
[2024-06-06T16:25:04.703+0530] {subprocess.py:93} INFO - |2020-09-30|     Asia|Afghanistan| 39354|  1462|
[2024-06-06T16:25:04.703+0530] {subprocess.py:93} INFO - |2020-10-01|     Asia|Afghanistan| 39371|  1462|
[2024-06-06T16:25:04.704+0530] {subprocess.py:93} INFO - |2020-10-02|     Asia|Afghanistan| 39376|  1462|
[2024-06-06T16:25:04.704+0530] {subprocess.py:93} INFO - |2020-10-03|     Asia|Afghanistan| 39383|  1466|
[2024-06-06T16:25:04.704+0530] {subprocess.py:93} INFO - |2020-10-04|     Asia|Afghanistan| 39427|  1466|
[2024-06-06T16:25:04.704+0530] {subprocess.py:93} INFO - |2020-10-05|     Asia|Afghanistan| 39508|  1470|
[2024-06-06T16:25:04.704+0530] {subprocess.py:93} INFO - |2020-10-06|     Asia|Afghanistan| 39572|  1471|
[2024-06-06T16:25:04.704+0530] {subprocess.py:93} INFO - |2020-10-07|     Asia|Afghanistan| 39634|  1473|
[2024-06-06T16:25:04.704+0530] {subprocess.py:93} INFO - |2020-10-08|     Asia|Afghanistan| 39702|  1474|
[2024-06-06T16:25:04.704+0530] {subprocess.py:93} INFO - |2020-10-09|     Asia|Afghanistan| 39779|  1476|
[2024-06-06T16:25:04.704+0530] {subprocess.py:93} INFO - |2020-10-10|     Asia|Afghanistan| 39789|  1477|
[2024-06-06T16:25:04.704+0530] {subprocess.py:93} INFO - |2020-10-11|     Asia|Afghanistan| 39885|  1481|
[2024-06-06T16:25:04.704+0530] {subprocess.py:93} INFO - |2020-10-12|     Asia|Afghanistan| 39956|  1483|
[2024-06-06T16:25:04.705+0530] {subprocess.py:93} INFO - |2020-10-13|     Asia|Afghanistan| 40014|  1484|
[2024-06-06T16:25:04.705+0530] {subprocess.py:93} INFO - |2020-10-14|     Asia|Afghanistan| 40080|  1485|
[2024-06-06T16:25:04.705+0530] {subprocess.py:93} INFO - |2020-10-15|     Asia|Afghanistan| 40112|  1485|
[2024-06-06T16:25:04.705+0530] {subprocess.py:93} INFO - |2020-10-16|     Asia|Afghanistan| 40159|  1489|
[2024-06-06T16:25:04.705+0530] {subprocess.py:93} INFO - |2020-10-17|     Asia|Afghanistan| 40227|  1492|
[2024-06-06T16:25:04.705+0530] {subprocess.py:93} INFO - |2020-10-18|     Asia|Afghanistan| 40286|  1496|
[2024-06-06T16:25:04.705+0530] {subprocess.py:93} INFO - |2020-10-19|     Asia|Afghanistan| 40373|  1501|
[2024-06-06T16:25:04.705+0530] {subprocess.py:93} INFO - |2020-10-20|     Asia|Afghanistan| 40461|  1503|
[2024-06-06T16:25:04.705+0530] {subprocess.py:93} INFO - |2020-10-21|     Asia|Afghanistan| 40461|  1503|
[2024-06-06T16:25:04.706+0530] {subprocess.py:93} INFO - |2020-10-22|     Asia|Afghanistan| 40510|  1503|
[2024-06-06T16:25:04.706+0530] {subprocess.py:93} INFO - |2020-10-23|     Asia|Afghanistan| 40626|  1505|
[2024-06-06T16:25:04.706+0530] {subprocess.py:93} INFO - |2020-10-24|     Asia|Afghanistan| 40687|  1507|
[2024-06-06T16:25:04.706+0530] {subprocess.py:93} INFO - |2020-10-25|     Asia|Afghanistan| 40768|  1511|
[2024-06-06T16:25:04.706+0530] {subprocess.py:93} INFO - |2020-10-26|     Asia|Afghanistan| 40833|  1514|
[2024-06-06T16:25:04.706+0530] {subprocess.py:93} INFO - |2020-10-27|     Asia|Afghanistan| 40937|  1518|
[2024-06-06T16:25:04.706+0530] {subprocess.py:93} INFO - |2020-10-28|     Asia|Afghanistan| 41032|  1523|
[2024-06-06T16:25:04.706+0530] {subprocess.py:93} INFO - |2020-10-29|     Asia|Afghanistan| 41145|  1529|
[2024-06-06T16:25:04.706+0530] {subprocess.py:93} INFO - |2020-10-30|     Asia|Afghanistan| 41268|  1532|
[2024-06-06T16:25:04.706+0530] {subprocess.py:93} INFO - |2020-10-31|     Asia|Afghanistan| 41334|  1533|
[2024-06-06T16:25:04.706+0530] {subprocess.py:93} INFO - |2020-11-01|     Asia|Afghanistan| 41425|  1536|
[2024-06-06T16:25:04.707+0530] {subprocess.py:93} INFO - |2020-11-02|     Asia|Afghanistan| 41501|  1536|
[2024-06-06T16:25:04.707+0530] {subprocess.py:93} INFO - |2020-11-03|     Asia|Afghanistan| 41633|  1541|
[2024-06-06T16:25:04.707+0530] {subprocess.py:93} INFO - |2020-11-04|     Asia|Afghanistan| 41728|  1544|
[2024-06-06T16:25:04.707+0530] {subprocess.py:93} INFO - |2020-11-05|     Asia|Afghanistan| 41814|  1548|
[2024-06-06T16:25:04.707+0530] {subprocess.py:93} INFO - |2020-11-06|     Asia|Afghanistan| 41935|  1554|
[2024-06-06T16:25:04.707+0530] {subprocess.py:93} INFO - |2020-11-07|     Asia|Afghanistan| 41975|  1554|
[2024-06-06T16:25:04.707+0530] {subprocess.py:93} INFO - |2020-11-08|     Asia|Afghanistan| 42033|  1556|
[2024-06-06T16:25:04.707+0530] {subprocess.py:93} INFO - |2020-11-09|     Asia|Afghanistan| 42159|  1562|
[2024-06-06T16:25:04.707+0530] {subprocess.py:93} INFO - |2020-11-10|     Asia|Afghanistan| 42297|  1574|
[2024-06-06T16:25:04.707+0530] {subprocess.py:93} INFO - |2020-11-11|     Asia|Afghanistan| 42463|  1577|
[2024-06-06T16:25:04.707+0530] {subprocess.py:93} INFO - |2020-11-12|     Asia|Afghanistan| 42609|  1581|
[2024-06-06T16:25:04.708+0530] {subprocess.py:93} INFO - |2020-11-13|     Asia|Afghanistan| 42795|  1591|
[2024-06-06T16:25:04.708+0530] {subprocess.py:93} INFO - |2020-11-14|     Asia|Afghanistan| 42969|  1595|
[2024-06-06T16:25:04.708+0530] {subprocess.py:93} INFO - |2020-11-15|     Asia|Afghanistan| 43035|  1605|
[2024-06-06T16:25:04.708+0530] {subprocess.py:93} INFO - |2020-11-16|     Asia|Afghanistan| 43240|  1617|
[2024-06-06T16:25:04.708+0530] {subprocess.py:93} INFO - |2020-11-17|     Asia|Afghanistan| 43403|  1626|
[2024-06-06T16:25:04.708+0530] {subprocess.py:93} INFO - |2020-11-18|     Asia|Afghanistan| 43628|  1638|
[2024-06-06T16:25:04.708+0530] {subprocess.py:93} INFO - |2020-11-19|     Asia|Afghanistan| 43851|  1645|
[2024-06-06T16:25:04.708+0530] {subprocess.py:93} INFO - |2020-11-20|     Asia|Afghanistan| 44228|  1650|
[2024-06-06T16:25:04.708+0530] {subprocess.py:93} INFO - |2020-11-21|     Asia|Afghanistan| 44443|  1661|
[2024-06-06T16:25:04.708+0530] {subprocess.py:93} INFO - |2020-11-22|     Asia|Afghanistan| 44503|  1675|
[2024-06-06T16:25:04.708+0530] {subprocess.py:93} INFO - |2020-11-23|     Asia|Afghanistan| 44706|  1687|
[2024-06-06T16:25:04.709+0530] {subprocess.py:93} INFO - |2020-11-24|     Asia|Afghanistan| 44988|  1695|
[2024-06-06T16:25:04.709+0530] {subprocess.py:93} INFO - |2020-11-25|     Asia|Afghanistan| 45278|  1712|
[2024-06-06T16:25:04.709+0530] {subprocess.py:93} INFO - |2020-11-26|     Asia|Afghanistan| 45490|  1725|
[2024-06-06T16:25:04.709+0530] {subprocess.py:93} INFO - |2020-11-27|     Asia|Afghanistan| 45716|  1737|
[2024-06-06T16:25:04.709+0530] {subprocess.py:93} INFO - |2020-11-28|     Asia|Afghanistan| 45839|  1740|
[2024-06-06T16:25:04.709+0530] {subprocess.py:93} INFO - |2020-11-29|     Asia|Afghanistan| 45966|  1752|
[2024-06-06T16:25:04.709+0530] {subprocess.py:93} INFO - |2020-11-30|     Asia|Afghanistan| 46215|  1763|
[2024-06-06T16:25:04.709+0530] {subprocess.py:93} INFO - |2020-12-01|     Asia|Afghanistan| 46498|  1774|
[2024-06-06T16:25:04.709+0530] {subprocess.py:93} INFO - |2020-12-02|     Asia|Afghanistan| 46717|  1795|
[2024-06-06T16:25:04.709+0530] {subprocess.py:93} INFO - |2020-12-03|     Asia|Afghanistan| 46980|  1822|
[2024-06-06T16:25:04.709+0530] {subprocess.py:93} INFO - |2020-12-04|     Asia|Afghanistan| 47258|  1841|
[2024-06-06T16:25:04.710+0530] {subprocess.py:93} INFO - |2020-12-05|     Asia|Afghanistan| 47388|  1847|
[2024-06-06T16:25:04.710+0530] {subprocess.py:93} INFO - |2020-12-06|     Asia|Afghanistan| 47641|  1865|
[2024-06-06T16:25:04.710+0530] {subprocess.py:93} INFO - |2020-12-07|     Asia|Afghanistan| 47901|  1875|
[2024-06-06T16:25:04.710+0530] {subprocess.py:93} INFO - |2020-12-08|     Asia|Afghanistan| 48136|  1902|
[2024-06-06T16:25:04.710+0530] {subprocess.py:93} INFO - |2020-12-09|     Asia|Afghanistan| 48366|  1908|
[2024-06-06T16:25:04.710+0530] {subprocess.py:93} INFO - |2020-12-10|     Asia|Afghanistan| 48540|  1921|
[2024-06-06T16:25:04.710+0530] {subprocess.py:93} INFO - |2020-12-11|     Asia|Afghanistan| 48753|  1939|
[2024-06-06T16:25:04.711+0530] {subprocess.py:93} INFO - |2020-12-12|     Asia|Afghanistan| 48826|  1949|
[2024-06-06T16:25:04.711+0530] {subprocess.py:93} INFO - |2020-12-13|     Asia|Afghanistan| 48952|  1960|
[2024-06-06T16:25:04.711+0530] {subprocess.py:93} INFO - |2020-12-14|     Asia|Afghanistan| 49273|  1971|
[2024-06-06T16:25:04.711+0530] {subprocess.py:93} INFO - |2020-12-15|     Asia|Afghanistan| 49484|  1975|
[2024-06-06T16:25:04.711+0530] {subprocess.py:93} INFO - |2020-12-16|     Asia|Afghanistan| 49703|  2001|
[2024-06-06T16:25:04.711+0530] {subprocess.py:93} INFO - |2020-12-17|     Asia|Afghanistan| 49927|  2017|
[2024-06-06T16:25:04.711+0530] {subprocess.py:93} INFO - |2020-12-18|     Asia|Afghanistan| 50202|  2032|
[2024-06-06T16:25:04.711+0530] {subprocess.py:93} INFO - |2020-12-19|     Asia|Afghanistan| 50456|  2037|
[2024-06-06T16:25:04.712+0530] {subprocess.py:93} INFO - |2020-12-20|     Asia|Afghanistan| 50536|  2054|
[2024-06-06T16:25:04.712+0530] {subprocess.py:93} INFO - |2020-12-21|     Asia|Afghanistan| 50678|  2074|
[2024-06-06T16:25:04.712+0530] {subprocess.py:93} INFO - |2020-12-22|     Asia|Afghanistan| 50888|  2089|
[2024-06-06T16:25:04.712+0530] {subprocess.py:93} INFO - |2020-12-23|     Asia|Afghanistan| 51070|  2105|
[2024-06-06T16:25:04.712+0530] {subprocess.py:93} INFO - |2020-12-24|     Asia|Afghanistan| 51357|  2126|
[2024-06-06T16:25:04.712+0530] {subprocess.py:93} INFO - |2020-12-25|     Asia|Afghanistan| 51595|  2135|
[2024-06-06T16:25:04.712+0530] {subprocess.py:93} INFO - |2020-12-26|     Asia|Afghanistan| 51764|  2148|
[2024-06-06T16:25:04.712+0530] {subprocess.py:93} INFO - |2020-12-27|     Asia|Afghanistan| 51848|  2158|
[2024-06-06T16:25:04.712+0530] {subprocess.py:93} INFO - |2020-12-28|     Asia|Afghanistan| 52007|  2170|
[2024-06-06T16:25:04.712+0530] {subprocess.py:93} INFO - |2020-12-29|     Asia|Afghanistan| 52147|  2182|
[2024-06-06T16:25:04.712+0530] {subprocess.py:93} INFO - |2020-12-30|     Asia|Afghanistan| 52330|  2189|
[2024-06-06T16:25:04.713+0530] {subprocess.py:93} INFO - |2020-12-31|     Asia|Afghanistan| 52330|  2189|
[2024-06-06T16:25:04.713+0530] {subprocess.py:93} INFO - |2021-01-01|     Asia|Afghanistan| 52513|  2201|
[2024-06-06T16:25:04.713+0530] {subprocess.py:93} INFO - |2021-01-02|     Asia|Afghanistan| 52586|  2211|
[2024-06-06T16:25:04.713+0530] {subprocess.py:93} INFO - |2021-01-03|     Asia|Afghanistan| 52709|  2221|
[2024-06-06T16:25:04.713+0530] {subprocess.py:93} INFO - |2021-01-04|     Asia|Afghanistan| 52909|  2230|
[2024-06-06T16:25:04.713+0530] {subprocess.py:93} INFO - |2021-01-05|     Asia|Afghanistan| 53011|  2237|
[2024-06-06T16:25:04.713+0530] {subprocess.py:93} INFO - |2021-01-06|     Asia|Afghanistan| 53105|  2244|
[2024-06-06T16:25:04.713+0530] {subprocess.py:93} INFO - |2021-01-07|     Asia|Afghanistan| 53207|  2253|
[2024-06-06T16:25:04.713+0530] {subprocess.py:93} INFO - |2021-01-08|     Asia|Afghanistan| 53332|  2257|
[2024-06-06T16:25:04.713+0530] {subprocess.py:93} INFO - |2021-01-09|     Asia|Afghanistan| 53400|  2264|
[2024-06-06T16:25:04.713+0530] {subprocess.py:93} INFO - |2021-01-10|     Asia|Afghanistan| 53489|  2277|
[2024-06-06T16:25:04.714+0530] {subprocess.py:93} INFO - |2021-01-11|     Asia|Afghanistan| 53538|  2288|
[2024-06-06T16:25:04.714+0530] {subprocess.py:93} INFO - |2021-01-12|     Asia|Afghanistan| 53584|  2301|
[2024-06-06T16:25:04.714+0530] {subprocess.py:93} INFO - |2021-01-13|     Asia|Afghanistan| 53690|  2308|
[2024-06-06T16:25:04.714+0530] {subprocess.py:93} INFO - |2021-01-14|     Asia|Afghanistan| 53775|  2314|
[2024-06-06T16:25:04.714+0530] {subprocess.py:93} INFO - |2021-01-15|     Asia|Afghanistan| 53831|  2324|
[2024-06-06T16:25:04.714+0530] {subprocess.py:93} INFO - |2021-01-16|     Asia|Afghanistan| 53938|  2336|
[2024-06-06T16:25:04.714+0530] {subprocess.py:93} INFO - |2021-01-17|     Asia|Afghanistan| 53984|  2339|
[2024-06-06T16:25:04.714+0530] {subprocess.py:93} INFO - |2021-01-18|     Asia|Afghanistan| 54062|  2343|
[2024-06-06T16:25:04.714+0530] {subprocess.py:93} INFO - |2021-01-19|     Asia|Afghanistan| 54141|  2346|
[2024-06-06T16:25:04.714+0530] {subprocess.py:93} INFO - |2021-01-20|     Asia|Afghanistan| 54278|  2354|
[2024-06-06T16:25:04.714+0530] {subprocess.py:93} INFO - |2021-01-21|     Asia|Afghanistan| 54403|  2363|
[2024-06-06T16:25:04.715+0530] {subprocess.py:93} INFO - |2021-01-22|     Asia|Afghanistan| 54483|  2370|
[2024-06-06T16:25:04.715+0530] {subprocess.py:93} INFO - |2021-01-23|     Asia|Afghanistan| 54559|  2373|
[2024-06-06T16:25:04.715+0530] {subprocess.py:93} INFO - |2021-01-24|     Asia|Afghanistan| 54595|  2378|
[2024-06-06T16:25:04.715+0530] {subprocess.py:93} INFO - |2021-01-25|     Asia|Afghanistan| 54672|  2385|
[2024-06-06T16:25:04.715+0530] {subprocess.py:93} INFO - |2021-01-26|     Asia|Afghanistan| 54750|  2389|
[2024-06-06T16:25:04.715+0530] {subprocess.py:93} INFO - |2021-01-27|     Asia|Afghanistan| 54854|  2389|
[2024-06-06T16:25:04.715+0530] {subprocess.py:93} INFO - |2021-01-28|     Asia|Afghanistan| 54891|  2397|
[2024-06-06T16:25:04.715+0530] {subprocess.py:93} INFO - |2021-01-29|     Asia|Afghanistan| 54939|  2399|
[2024-06-06T16:25:04.716+0530] {subprocess.py:93} INFO - |2021-01-30|     Asia|Afghanistan| 55008|  2400|
[2024-06-06T16:25:04.716+0530] {subprocess.py:93} INFO - |2021-01-31|     Asia|Afghanistan| 55023|  2400|
[2024-06-06T16:25:04.716+0530] {subprocess.py:93} INFO - |2021-02-01|     Asia|Afghanistan| 55059|  2404|
[2024-06-06T16:25:04.716+0530] {subprocess.py:93} INFO - |2021-02-02|     Asia|Afghanistan| 55121|  2405|
[2024-06-06T16:25:04.716+0530] {subprocess.py:93} INFO - |2021-02-03|     Asia|Afghanistan| 55174|  2406|
[2024-06-06T16:25:04.716+0530] {subprocess.py:93} INFO - |2021-02-04|     Asia|Afghanistan| 55231|  2407|
[2024-06-06T16:25:04.716+0530] {subprocess.py:93} INFO - |2021-02-05|     Asia|Afghanistan| 55265|  2407|
[2024-06-06T16:25:04.716+0530] {subprocess.py:93} INFO - |2021-02-06|     Asia|Afghanistan| 55330|  2408|
[2024-06-06T16:25:04.716+0530] {subprocess.py:93} INFO - |2021-02-07|     Asia|Afghanistan| 55335|  2410|
[2024-06-06T16:25:04.717+0530] {subprocess.py:93} INFO - |2021-02-08|     Asia|Afghanistan| 55359|  2413|
[2024-06-06T16:25:04.717+0530] {subprocess.py:93} INFO - |2021-02-09|     Asia|Afghanistan| 55384|  2414|
[2024-06-06T16:25:04.717+0530] {subprocess.py:93} INFO - |2021-02-10|     Asia|Afghanistan| 55402|  2418|
[2024-06-06T16:25:04.717+0530] {subprocess.py:93} INFO - |2021-02-11|     Asia|Afghanistan| 55420|  2419|
[2024-06-06T16:25:04.717+0530] {subprocess.py:93} INFO - |2021-02-12|     Asia|Afghanistan| 55445|  2424|
[2024-06-06T16:25:04.717+0530] {subprocess.py:93} INFO - |2021-02-13|     Asia|Afghanistan| 55473|  2427|
[2024-06-06T16:25:04.717+0530] {subprocess.py:93} INFO - |2021-02-14|     Asia|Afghanistan| 55492|  2427|
[2024-06-06T16:25:04.717+0530] {subprocess.py:93} INFO - |2021-02-15|     Asia|Afghanistan| 55514|  2427|
[2024-06-06T16:25:04.717+0530] {subprocess.py:93} INFO - |2021-02-16|     Asia|Afghanistan| 55518|  2428|
[2024-06-06T16:25:04.717+0530] {subprocess.py:93} INFO - |2021-02-17|     Asia|Afghanistan| 55540|  2428|
[2024-06-06T16:25:04.718+0530] {subprocess.py:93} INFO - |2021-02-18|     Asia|Afghanistan| 55557|  2430|
[2024-06-06T16:25:04.718+0530] {subprocess.py:93} INFO - |2021-02-19|     Asia|Afghanistan| 55575|  2430|
[2024-06-06T16:25:04.718+0530] {subprocess.py:93} INFO - |2021-02-20|     Asia|Afghanistan| 55580|  2430|
[2024-06-06T16:25:04.718+0530] {subprocess.py:93} INFO - |2021-02-21|     Asia|Afghanistan| 55604|  2432|
[2024-06-06T16:25:04.718+0530] {subprocess.py:93} INFO - |2021-02-22|     Asia|Afghanistan| 55617|  2433|
[2024-06-06T16:25:04.718+0530] {subprocess.py:93} INFO - |2021-02-23|     Asia|Afghanistan| 55646|  2435|
[2024-06-06T16:25:04.718+0530] {subprocess.py:93} INFO - |2021-02-24|     Asia|Afghanistan| 55664|  2436|
[2024-06-06T16:25:04.718+0530] {subprocess.py:93} INFO - |2021-02-25|     Asia|Afghanistan| 55680|  2438|
[2024-06-06T16:25:04.718+0530] {subprocess.py:93} INFO - |2021-02-26|     Asia|Afghanistan| 55696|  2442|
[2024-06-06T16:25:04.718+0530] {subprocess.py:93} INFO - |2021-02-27|     Asia|Afghanistan| 55707|  2443|
[2024-06-06T16:25:04.718+0530] {subprocess.py:93} INFO - |2021-02-28|     Asia|Afghanistan| 55714|  2443|
[2024-06-06T16:25:04.719+0530] {subprocess.py:93} INFO - |2021-03-01|     Asia|Afghanistan| 55733|  2444|
[2024-06-06T16:25:04.719+0530] {subprocess.py:93} INFO - |2021-03-02|     Asia|Afghanistan| 55759|  2446|
[2024-06-06T16:25:04.719+0530] {subprocess.py:93} INFO - |2021-03-03|     Asia|Afghanistan| 55770|  2446|
[2024-06-06T16:25:04.719+0530] {subprocess.py:93} INFO - |2021-03-04|     Asia|Afghanistan| 55775|  2446|
[2024-06-06T16:25:04.719+0530] {subprocess.py:93} INFO - |2021-03-05|     Asia|Afghanistan| 55827|  2449|
[2024-06-06T16:25:04.719+0530] {subprocess.py:93} INFO - |2021-03-06|     Asia|Afghanistan| 55840|  2449|
[2024-06-06T16:25:04.719+0530] {subprocess.py:93} INFO - |2021-03-07|     Asia|Afghanistan| 55847|  2449|
[2024-06-06T16:25:04.719+0530] {subprocess.py:93} INFO - |2021-03-08|     Asia|Afghanistan| 55876|  2451|
[2024-06-06T16:25:04.719+0530] {subprocess.py:93} INFO - |2021-03-09|     Asia|Afghanistan| 55876|  2451|
[2024-06-06T16:25:04.719+0530] {subprocess.py:93} INFO - |2021-03-10|     Asia|Afghanistan| 55894|  2451|
[2024-06-06T16:25:04.719+0530] {subprocess.py:93} INFO - |2021-03-11|     Asia|Afghanistan| 55917|  2451|
[2024-06-06T16:25:04.720+0530] {subprocess.py:93} INFO - |2021-03-12|     Asia|Afghanistan| 55959|  2454|
[2024-06-06T16:25:04.720+0530] {subprocess.py:93} INFO - |2021-03-13|     Asia|Afghanistan| 55959|  2454|
